destination_id,destination_name,district,province,category,travel_type,activities,description,semantic_text
1522,Parsa National Park View Tower,Parsa,Madhesh,Nature,nature_walk,"bird watching, photography, hiking",an observation tower near park headquarters for birdwatching and wildlife viewing,Parsa National Park View Tower. an observation tower near park headquarters for birdwatching and wildlife viewing
1523,Amlekhgunj Town,Parsa,Madhesh,Urban,city_tour,"shopping, sightseeing, local cuisine",an industrial Terai town near the Parsa National Park buffer zone,Amlekhgunj Town. an industrial Terai town near the Parsa National Park buffer zone
1524,Pathlaiya Junction,Parsa,Madhesh,Urban,city_tour,"shopping, sightseeing, local cuisine",a highway crossroads town near the Parsa park headquarters,Pathlaiya Junction. a highway crossroads town near the Parsa park headquarters
1525,Bahudarmai Village,Parsa,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a rural municipality in Parsa's Terai farmland,Bahudarmai Village. a rural municipality in Parsa's Terai farmland
1526,Chhipaharmai Village,Parsa,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a farming settlement south of Birgunj,Chhipaharmai Village. a farming settlement south of Birgunj
1527,Dhobini Village,Parsa,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a Terai rural municipality in Parsa district,Dhobini Village. a Terai rural municipality in Parsa district
1528,Jagarnathpur Village,Parsa,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a farming hamlet in Parsa's plains,Jagarnathpur Village. a farming hamlet in Parsa's plains
1529,Jirabhawani Village,Parsa,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit",a rural municipality named for its local goddess shrine,Jirabhawani Village. a rural municipality named for its local goddess shrine
1530,Kalikamai Village,Parsa,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit",a settlement centered on a Kali shrine in southern Parsa,Kalikamai Village. a settlement centered on a Kali shrine in southern Parsa
1531,Pakaha Mainpur Village,Parsa,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a farming settlement in eastern Parsa district,Pakaha Mainpur Village. a farming settlement in eastern Parsa district
1532,Paterwa Sugauli Village,Parsa,Madhesh,Heritage,cultural,"historical tour, photography, architecture viewing",a border settlement referencing the historic 1816 Sugauli Treaty region,Paterwa Sugauli Village. a border settlement referencing the historic 1816 Sugauli Treaty region
1533,Pokhariya Village,Parsa,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a rural municipality bordering Birgunj metropolitan area,Pokhariya Village. a rural municipality bordering Birgunj metropolitan area
1534,Sakhuwa Prasauni Village,Parsa,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a farming hamlet in central Parsa,Sakhuwa Prasauni Village. a farming hamlet in central Parsa
1535,Thori Village,Parsa,Madhesh,Adventure,adventure,"wildlife viewing, hiking, photography",a remote southern Parsa settlement bordering the national park's dense forest,Thori Village. a remote southern Parsa settlement bordering the national park's dense forest
1536,Rani Bazaar,Parsa,Madhesh,Urban,city_tour,"shopping, sightseeing, local cuisine",a well-known handicraft and textile market within Birgunj,Rani Bazaar. a well-known handicraft and textile market within Birgunj
1537,Birgunj Railway Station,Parsa,Madhesh,Heritage,cultural,"historical tour, photography, architecture viewing",a Nepal-India rail link station reflecting the city's trade history,Birgunj Railway Station. a Nepal-India rail link station reflecting the city's trade history
1538,Kalika Temple,Parsa,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit",a Kali shrine within Birgunj city,Kalika Temple. a Kali shrine within Birgunj city
1539,Bhikhna Thori Border Point,Parsa,Madhesh,Heritage,cultural,"historical tour, photography, architecture viewing",a Nepal-India crossing near the national park's southern edge,Bhikhna Thori Border Point. a Nepal-India crossing near the national park's southern edge
1540,Chandrapur (Parsa) Village,Parsa,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a farming hamlet in Parsa's eastern belt,Chandrapur (Parsa) Village. a farming hamlet in Parsa's eastern belt
1541,Bindabasini Ghat Riverside,Parsa,Madhesh,Nature,nature_walk,"bird watching, photography, hiking",a riverside area near the Bindabasini temple in Birgunj,Bindabasini Ghat Riverside. a riverside area near the Bindabasini temple in Birgunj
1542,Simara Airport Vicinity,Parsa,Madhesh,Urban,city_tour,"shopping, sightseeing, local cuisine",the aviation-linked township around Jeetpur-Simara's domestic airport,Simara Airport Vicinity. the aviation-linked township around Jeetpur-Simara's domestic airport
1543,Parsagadhi Village,Parsa,Madhesh,Heritage,cultural,"historical tour, photography, architecture viewing",a settlement referencing an old fort site in Parsa district,Parsagadhi Village. a settlement referencing an old fort site in Parsa district
1544,Gaur Bazaar,Rautahat,Madhesh,Urban,city_tour,"shopping, sightseeing, local cuisine",the district headquarters town linked to the East-West Highway,Gaur Bazaar. the district headquarters town linked to the East-West Highway
1545,Nunthar Shiva Temple,Rautahat,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit",a century-old hilltop shrine on the Rautahat-Makwanpur-Sarlahi border in the Chure forests,Nunthar Shiva Temple. a century-old hilltop shrine on the Rautahat-Makwanpur-Sarlahi border in the Chure forests
1546,Najarpur Vegetarian Village,Rautahat,Madhesh,Heritage,cultural,"historical tour, photography, architecture viewing",a unique Krishna Pranami village where every resident practices vegetarianism,Najarpur Vegetarian Village. a unique Krishna Pranami village where every resident practices vegetarianism
1547,Matsari Durga Temple,Rautahat,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit",a historic Durga shrine drawing large Navaratri crowds,Matsari Durga Temple. a historic Durga shrine drawing large Navaratri crowds
1548,Maulapur Madhani Ruins,Rautahat,Madhesh,Heritage,cultural,"historical tour, photography, architecture viewing","the excavated remains of a 1,000-year-old temple discovered in 2019","Maulapur Madhani Ruins. the excavated remains of a 1,000-year-old temple discovered in 2019"
1549,Junge Jharana Waterfall,Rautahat,Madhesh,Nature,nature_walk,"bird watching, photography, hiking",a lesser-visited waterfall in the Hattidamadar forest west of Nunthar,Junge Jharana Waterfall. a lesser-visited waterfall in the Hattidamadar forest west of Nunthar
1550,Barahwa Suspension Bridge,Rautahat,Madhesh,Nature,nature_walk,"bird watching, photography, hiking",a river bridge over the Bagmati popular for sunset views and photos,Barahwa Suspension Bridge. a river bridge over the Bagmati popular for sunset views and photos
1551,Gudibela Garden,Rautahat,Madhesh,Nature,nature_walk,"bird watching, photography, hiking",a picnic garden in Rautahat district,Gudibela Garden. a picnic garden in Rautahat district
1552,Purnewa Darbar,Rautahat,Madhesh,Heritage,cultural,"historical tour, photography, architecture viewing",a historic palace-style landmark in Rautahat,Purnewa Darbar. a historic palace-style landmark in Rautahat
1553,Chandranigahapur Town,Rautahat,Madhesh,Urban,city_tour,"shopping, sightseeing, local cuisine",a former district administrative town on the East-West Highway,Chandranigahapur Town. a former district administrative town on the East-West Highway
1554,Katahariya Village,Rautahat,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a Terai settlement known for its distinctive katiya-style clay-pot goat curry,Katahariya Village. a Terai settlement known for its distinctive katiya-style clay-pot goat curry
1555,Boudhi Mai Temple,Rautahat,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit",a local goddess shrine in the district,Boudhi Mai Temple. a local goddess shrine in the district
1556,Nijananda Dham,Rautahat,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit",a Krishna Pranami temple complex including a school and dharamshala,Nijananda Dham. a Krishna Pranami temple complex including a school and dharamshala
1557,Marudhar Wetland,Rautahat,Madhesh,Nature,nature_walk,"bird watching, photography, hiking",a Terai wetland hosting migratory Siberian birds,Marudhar Wetland. a Terai wetland hosting migratory Siberian birds
1558,Garuda Sugar Mill Town,Rautahat,Madhesh,Urban,city_tour,"shopping, sightseeing, local cuisine",an industrial town built around Rautahat's only sugar mill,Garuda Sugar Mill Town. an industrial town built around Rautahat's only sugar mill
1559,Bairiya Village,Rautahat,Madhesh,Heritage,cultural,"historical tour, photography, architecture viewing","Nepal's most Muslim-majority village, cited as an example of local secularism","Bairiya Village. Nepal's most Muslim-majority village, cited as an example of local secularism"
1560,Shivnagar Shiva Temple,Rautahat,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit",a Giri-family-run Shiva shrine in Rautahat district,Shivnagar Shiva Temple. a Giri-family-run Shiva shrine in Rautahat district
1561,Rajdevi Rural Settlement,Rautahat,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a rural municipality named for the regional Rajdevi goddess tradition,Rajdevi Rural Settlement. a rural municipality named for the regional Rajdevi goddess tradition
1562,Paroha Village,Rautahat,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a farming municipality in central Rautahat,Paroha Village. a farming municipality in central Rautahat
1563,Dewahi Gonahi Village,Rautahat,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a Terai farming settlement in Rautahat,Dewahi Gonahi Village. a Terai farming settlement in Rautahat
1564,Ishanath Village,Rautahat,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit",a rural municipality centered on a local Shiva shrine,Ishanath Village. a rural municipality centered on a local Shiva shrine
1565,Phatuwa Bijayapur Village,Rautahat,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a farming hamlet in southern Rautahat,Phatuwa Bijayapur Village. a farming hamlet in southern Rautahat
1566,Baudhimai Village,Rautahat,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a rural municipality in Rautahat's plains,Baudhimai Village. a rural municipality in Rautahat's plains
1567,Brindaban Village,Rautahat,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a Terai settlement named for the Krishna-associated Brindaban tradition,Brindaban Village. a Terai settlement named for the Krishna-associated Brindaban tradition
1568,Gadhimai (Rautahat) Village,Rautahat,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a rural municipality bordering Bara's Gadhimai pilgrimage zone,Gadhimai (Rautahat) Village. a rural municipality bordering Bara's Gadhimai pilgrimage zone
1569,Katahariya Meat Market Quarter,Rautahat,Madhesh,Urban,city_tour,"shopping, sightseeing, local cuisine",a bazaar quarter in Katahariya known for its slow-cooked goat dish,Katahariya Meat Market Quarter. a bazaar quarter in Katahariya known for its slow-cooked goat dish
1570,Gaur Park,Rautahat,Madhesh,Nature,nature_walk,"bird watching, photography, hiking",a municipal park in the district headquarters town,Gaur Park. a municipal park in the district headquarters town
1571,Manusmara Riverside,Rautahat,Madhesh,Nature,nature_walk,"bird watching, photography, hiking","a river and irrigation-canal corridor supporting 3,200 hectares of farmland","Manusmara Riverside. a river and irrigation-canal corridor supporting 3,200 hectares of farmland"
1572,Chapur Bazaar,Rautahat,Madhesh,Urban,city_tour,"shopping, sightseeing, local cuisine",a Rautahat market town along local highway routes,Chapur Bazaar. a Rautahat market town along local highway routes
1573,Yamunamai Rural Settlement,Rautahat,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a rural municipality in Rautahat's eastern belt,Yamunamai Rural Settlement. a rural municipality in Rautahat's eastern belt
1574,Malangwa Bazaar,Sarlahi,Madhesh,Urban,city_tour,"shopping, sightseeing, local cuisine","the district headquarters, named for the Islamic saint Malang Baba whose shrine both faiths visit","Malangwa Bazaar. the district headquarters, named for the Islamic saint Malang Baba whose shrine both faiths visit"
1575,Sarlahi Devi Temple,Sarlahi,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit","the temple believed to have given the district its name, subject to local night-visit taboo","Sarlahi Devi Temple. the temple believed to have given the district its name, subject to local night-visit taboo"
1576,Chameli Mai Temple,Sarlahi,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit",a widely visited shrine drawing devotees from Nepal and India,Chameli Mai Temple. a widely visited shrine drawing devotees from Nepal and India
1577,Mukteshwar Nath Temple,Sarlahi,Madhesh,Heritage,cultural,"historical tour, photography, architecture viewing",a temple in Murtiya village recognized as a heritage site,Mukteshwar Nath Temple. a temple in Murtiya village recognized as a heritage site
1578,Nadiman Lake,Sarlahi,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit",a Puranic lake near Malangwa believed to be a mystic yaksha pool,Nadiman Lake. a Puranic lake near Malangwa believed to be a mystic yaksha pool
1579,Nunthar Pahad,Sarlahi,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit","a historic hilltop straddling four districts, revered by regional pilgrims","Nunthar Pahad. a historic hilltop straddling four districts, revered by regional pilgrims"
1580,Pattharkot Temple,Sarlahi,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit",the most prominent religious site in the Sarlahi highlands,Pattharkot Temple. the most prominent religious site in the Sarlahi highlands
1581,Sitlamai Temple,Sarlahi,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit",a goddess shrine within Balara municipality,Sitlamai Temple. a goddess shrine within Balara municipality
1582,Sagaranatha Temple,Sarlahi,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit",a Shiva shrine in Ishworpur municipality,Sagaranatha Temple. a Shiva shrine in Ishworpur municipality
1583,Gopalkuti Mahadev Temple,Sarlahi,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit",a riverside Shiva shrine in Karmaiya village,Gopalkuti Mahadev Temple. a riverside Shiva shrine in Karmaiya village
1584,Solti Bazaar,Sarlahi,Madhesh,Urban,city_tour,"shopping, sightseeing, local cuisine",Sarlahi's fast-growing commercial center,Solti Bazaar. Sarlahi's fast-growing commercial center
1585,Barahathawa Village,Sarlahi,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a lush farming area presenting an idyllic picture of rural Terai life,Barahathawa Village. a lush farming area presenting an idyllic picture of rural Terai life
1586,Hariwon Village,Sarlahi,Madhesh,Heritage,cultural,"historical tour, photography, architecture viewing",a town known for ancient temples and traditional houses,Hariwon Village. a town known for ancient temples and traditional houses
1587,Lalbandi Municipality,Sarlahi,Madhesh,Urban,city_tour,"shopping, sightseeing, local cuisine",one of Sarlahi's eleven municipalities with a mixed farming-trade economy,Lalbandi Municipality. one of Sarlahi's eleven municipalities with a mixed farming-trade economy
1588,Bhagwati Temple,Sarlahi,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit",a goddess shrine within the Malangwa municipal area,Bhagwati Temple. a goddess shrine within the Malangwa municipal area
1589,Musaili Pond,Sarlahi,Madhesh,Nature,nature_walk,"bird watching, photography, hiking",a large pond in Malangwa municipality popular as a local tourist spot,Musaili Pond. a large pond in Malangwa municipality popular as a local tourist spot
1590,Sibha Sagar Pond,Sarlahi,Madhesh,Nature,nature_walk,"bird watching, photography, hiking",a sacred pond within Malangwa municipality,Sibha Sagar Pond. a sacred pond within Malangwa municipality
1591,Karmaihiya Village,Sarlahi,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a farming settlement in Sarlahi's plains,Karmaihiya Village. a farming settlement in Sarlahi's plains
1592,Jungamukteswar Mahadev Temple,Sarlahi,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit",a Shiva temple in the Sarlahi district,Jungamukteswar Mahadev Temple. a Shiva temple in the Sarlahi district
1593,Buddha Park,Sarlahi,Madhesh,Nature,nature_walk,"bird watching, photography, hiking",a public park in the district commemorating Buddhist heritage,Buddha Park. a public park in the district commemorating Buddhist heritage
1594,Bagmati Riverside,Sarlahi,Madhesh,Nature,nature_walk,"bird watching, photography, hiking",the river forming Sarlahi's western boundary with Rautahat,Bagmati Riverside. the river forming Sarlahi's western boundary with Rautahat
1595,Godaita Municipality,Sarlahi,Madhesh,Urban,city_tour,"shopping, sightseeing, local cuisine",a market municipality in central Sarlahi,Godaita Municipality. a market municipality in central Sarlahi
1596,Harion Municipality,Sarlahi,Madhesh,Urban,city_tour,"shopping, sightseeing, local cuisine",a Sarlahi municipality named for the Harion Khola stream,Harion Municipality. a Sarlahi municipality named for the Harion Khola stream
1597,Kabilasi Village,Sarlahi,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a rural farming municipality in Sarlahi district,Kabilasi Village. a rural farming municipality in Sarlahi district
1598,Basbariya Village,Sarlahi,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a rural municipality in Sarlahi's plains,Basbariya Village. a rural municipality in Sarlahi's plains
1599,Brahmapuri Village,Sarlahi,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a farming settlement bordering the India frontier,Brahmapuri Village. a farming settlement bordering the India frontier
1600,Chakraghatta Village,Sarlahi,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a rural municipality in western Sarlahi,Chakraghatta Village. a rural municipality in western Sarlahi
1601,Ramnagar (Sarlahi) Village,Sarlahi,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a Terai farming settlement in Sarlahi district,Ramnagar (Sarlahi) Village. a Terai farming settlement in Sarlahi district
1602,Dhankaul Village,Sarlahi,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a rural municipality in Sarlahi's agricultural belt,Dhankaul Village. a rural municipality in Sarlahi's agricultural belt
1603,Kaudena Village,Sarlahi,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a farming hamlet in Sarlahi district,Kaudena Village. a farming hamlet in Sarlahi district
1604,Janaki Mandir,Dhanusha,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit","a marble Mughal-Rajput style temple built in 1898-1911, dedicated to Sita","Janaki Mandir. a marble Mughal-Rajput style temple built in 1898-1911, dedicated to Sita"
1605,Ram Mandir,Dhanusha,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit","one of Janakpur's oldest temples, built by Gorkhali General Amar Singh Thapa","Ram Mandir. one of Janakpur's oldest temples, built by Gorkhali General Amar Singh Thapa"
1606,Vivaha Mandap,Dhanusha,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit",the marble pavilion marking the legendary wedding site of Ram and Sita,Vivaha Mandap. the marble pavilion marking the legendary wedding site of Ram and Sita
1607,Dhanushadham,Dhanusha,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit",a pilgrimage site 18km from Janakpur believed to hold a fossilized fragment of Shiva's broken bow,Dhanushadham. a pilgrimage site 18km from Janakpur believed to hold a fossilized fragment of Shiva's broken bow
1608,Ganga Sagar Pond,Dhanusha,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit",one of Janakpur's holiest ponds among more than 70 sacred water bodies,Ganga Sagar Pond. one of Janakpur's holiest ponds among more than 70 sacred water bodies
1609,Parshuram Kunda,Dhanusha,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit",a lotus-covered pond near Dhanushadham linked to the sage Parashuram,Parshuram Kunda. a lotus-covered pond near Dhanushadham linked to the sage Parashuram
1610,Mithila Women's Art Center,Dhanusha,Madhesh,Heritage,cultural,"historical tour, photography, architecture viewing",a center showcasing traditional Mithila and Madhubani painting,Mithila Women's Art Center. a center showcasing traditional Mithila and Madhubani painting
1611,Janakpur Railway Station,Dhanusha,Madhesh,Heritage,cultural,"historical tour, photography, architecture viewing","Nepal's only operational railway station, linking to Jaynagar, India","Janakpur Railway Station. Nepal's only operational railway station, linking to Jaynagar, India"
1612,Hanuman Temple,Dhanusha,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit",a shrine near Janaki Mandir believed to grant strength and courage,Hanuman Temple. a shrine near Janaki Mandir believed to grant strength and courage
1613,Dhanush Sagar Pond,Dhanusha,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit",a sacred pond near Ram Mandir tied to the broken-bow legend,Dhanush Sagar Pond. a sacred pond near Ram Mandir tied to the broken-bow legend
1614,Swargadwar,Dhanusha,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit",a riverside cremation and ritual ghat area in Janakpur,Swargadwar. a riverside cremation and ritual ghat area in Janakpur
1615,Ratna Sagar Pond,Dhanusha,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit",one of Janakpur's most important sacred ponds,Ratna Sagar Pond. one of Janakpur's most important sacred ponds
1616,Nari Kala Kendra,Dhanusha,Madhesh,Heritage,cultural,"historical tour, photography, architecture viewing",a cultural center for Mithila art and craft workshops,Nari Kala Kendra. a cultural center for Mithila art and craft workshops
1617,Traditional Mithila Village,Dhanusha,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a mud-wall Mithila-art painted village near Janakpur,Traditional Mithila Village. a mud-wall Mithila-art painted village near Janakpur
1618,Bindeshwor Village,Dhanusha,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a farming settlement in Dhanusha district,Bindeshwor Village. a farming settlement in Dhanusha district
1619,Chhatauna Village,Dhanusha,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a Terai village in Dhanusha's agricultural belt,Chhatauna Village. a Terai village in Dhanusha's agricultural belt
1620,Ramoli Village,Dhanusha,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a farming hamlet on the outskirts of Janakpur,Ramoli Village. a farming hamlet on the outskirts of Janakpur
1621,Bateshwar Village,Dhanusha,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a rural municipality in Dhanusha district,Bateshwar Village. a rural municipality in Dhanusha district
1622,Aurahi Village,Dhanusha,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a farming settlement in Dhanusha's plains,Aurahi Village. a farming settlement in Dhanusha's plains
1623,Sabaila Village,Dhanusha,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a rural municipality in Dhanusha district,Sabaila Village. a rural municipality in Dhanusha district
1624,Mukhiyapatti Musharniya Village,Dhanusha,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a Terai farming settlement in Dhanusha,Mukhiyapatti Musharniya Village. a Terai farming settlement in Dhanusha
1625,Janakpurdham Markets Quarter,Dhanusha,Madhesh,Urban,city_tour,"shopping, sightseeing, local cuisine",the bustling old-town market area of Janakpur selling Mithila handicrafts,Janakpurdham Markets Quarter. the bustling old-town market area of Janakpur selling Mithila handicrafts
1626,Bideha Municipality,Dhanusha,Madhesh,Urban,city_tour,"shopping, sightseeing, local cuisine",a Dhanusha municipality named for the ancient Videha kingdom,Bideha Municipality. a Dhanusha municipality named for the ancient Videha kingdom
1627,Nagarain Municipality,Dhanusha,Madhesh,Urban,city_tour,"shopping, sightseeing, local cuisine",a Dhanusha municipality along the Kamala River,Nagarain Municipality. a Dhanusha municipality along the Kamala River
1628,Kamala Riverside,Dhanusha,Madhesh,Nature,nature_walk,"bird watching, photography, hiking","one of five rivers surrounding Janakpur, used for farming and fishing","Kamala Riverside. one of five rivers surrounding Janakpur, used for farming and fishing"
1629,Dhalkebar Junction,Dhanusha,Madhesh,Urban,city_tour,"shopping, sightseeing, local cuisine",a highway junction town connecting Dhanusha to the East-West Highway,Dhalkebar Junction. a highway junction town connecting Dhanusha to the East-West Highway
1630,Janakpur Zoo & Deer Park,Dhanusha,Madhesh,Nature,nature_walk,"bird watching, photography, hiking",a small recreational park within Janakpur city,Janakpur Zoo & Deer Park. a small recreational park within Janakpur city
1631,Hansapur Village,Dhanusha,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a farming settlement in Dhanusha district,Hansapur Village. a farming settlement in Dhanusha district
1632,Mithila Bihari Temple,Dhanusha,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit",a Vishnu shrine within the wider Janakpur temple circuit,Mithila Bihari Temple. a Vishnu shrine within the wider Janakpur temple circuit
1633,Janakpur Panchkoshi Circuit,Dhanusha,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit",a five-stage pilgrimage route encircling Janakpur's sacred sites,Janakpur Panchkoshi Circuit. a five-stage pilgrimage route encircling Janakpur's sacred sites
1634,Jaleshwar Mahadev Temple,Mahottari,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit","a Shiva shrine whose lingam sits 20 feet underwater, reached by a stone stairway","Jaleshwar Mahadev Temple. a Shiva shrine whose lingam sits 20 feet underwater, reached by a stone stairway"
1635,Jaleshwar Bazaar,Mahottari,Madhesh,Urban,city_tour,"shopping, sightseeing, local cuisine",the district headquarters town near the India border at Bhitthamore,Jaleshwar Bazaar. the district headquarters town near the India border at Bhitthamore
1636,Uma Mahodari Shaktipeeth Temple,Mahottari,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit","a shakti-peeth shrine in Jaleshwar, one of Mahottari's most sacred sites","Uma Mahodari Shaktipeeth Temple. a shakti-peeth shrine in Jaleshwar, one of Mahottari's most sacred sites"
1637,Trishulimai Temple,Mahottari,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit",a goddess shrine within the Jaleshwar temple cluster,Trishulimai Temple. a goddess shrine within the Jaleshwar temple cluster
1638,Rajdevi Temple,Mahottari,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit",a local devi shrine in the Jaleshwar municipal area,Rajdevi Temple. a local devi shrine in the Jaleshwar municipal area
1639,Bhairav Temple,Mahottari,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit",a temple within Jaleshwar's cluster of archaeological and religious sites,Bhairav Temple. a temple within Jaleshwar's cluster of archaeological and religious sites
1640,Siddhanath Mahadev Temple,Mahottari,Madhesh,Religious,pilgrimage,"prayer, meditation, temple visit",a shrine at the confluence of the Ratu and Badahari rivers,Siddhanath Mahadev Temple. a shrine at the confluence of the Ratu and Badahari rivers
1641,Mahottari Pokhari,Mahottari,Madhesh,Nature,nature_walk,"bird watching, photography, hiking",one of several sacred lakes in the district alongside Barun Sar and Bhargais Sar,Mahottari Pokhari. one of several sacred lakes in the district alongside Barun Sar and Bhargais Sar
1642,Haraphuka Village,Mahottari,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a farming settlement in Mahottari district,Haraphuka Village. a farming settlement in Mahottari district
1643,Khayarmara Village,Mahottari,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a rural municipality in Mahottari's Terai belt,Khayarmara Village. a rural municipality in Mahottari's Terai belt
1644,Banauli Danauli Village,Mahottari,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a Terai farming settlement in Mahottari district,Banauli Danauli Village. a Terai farming settlement in Mahottari district
1645,Matiyani Gadh,Mahottari,Madhesh,Heritage,cultural,"historical tour, photography, architecture viewing",a historic fort-associated site in Mahottari district,Matiyani Gadh. a historic fort-associated site in Mahottari district
1646,Ancient Well of Bishnupur,Mahottari,Madhesh,Heritage,cultural,"historical tour, photography, architecture viewing",a historic stepped well in Mahottari district,Ancient Well of Bishnupur. a historic stepped well in Mahottari district
1647,Sahodara Riverside,Mahottari,Madhesh,Nature,nature_walk,"bird watching, photography, hiking",a river valued for its historical and religious importance,Sahodara Riverside. a river valued for its historical and religious importance
1648,Bardibas Junction Town,Mahottari,Madhesh,Urban,city_tour,"shopping, sightseeing, local cuisine",an important highway junction town linking the BP Highway and East-West Highway,Bardibas Junction Town. an important highway junction town linking the BP Highway and East-West Highway
1649,Matihani Village,Mahottari,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a rural municipality bordering Jaleshwar,Matihani Village. a rural municipality bordering Jaleshwar
1650,Ekdara Village,Mahottari,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a farming settlement adjoining Jaleshwar municipality,Ekdara Village. a farming settlement adjoining Jaleshwar municipality
1651,Ramgopalpur Municipality,Mahottari,Madhesh,Urban,city_tour,"shopping, sightseeing, local cuisine",a Mahottari municipality along the district's trade corridor,Ramgopalpur Municipality. a Mahottari municipality along the district's trade corridor
1652,Balawa Municipality,Mahottari,Madhesh,Urban,city_tour,"shopping, sightseeing, local cuisine",a Mahottari municipality in the central Terai plains,Balawa Municipality. a Mahottari municipality in the central Terai plains
1653,Aurahi (Mahottari) Village,Mahottari,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a farming settlement distinct from its Dhanusha namesake,Aurahi (Mahottari) Village. a farming settlement distinct from its Dhanusha namesake
1654,Pipara Village,Mahottari,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a rural municipality in Mahottari district,Pipara Village. a rural municipality in Mahottari district
1655,Manra Siswa Village,Mahottari,Madhesh,Rural,cultural,"local culture experience, farming tour, photography",a Terai farming settlement in Mahottari,Manra Siswa Village. a Terai farming settlement in Mahottari
